raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
ZSNJ 050100Z 29003MPS 260V330 9999 BKN010 OVC030 18/18 Q1009 BECMG TL0230 BKN015 OVC033,ZSNJ,2024-05-05T01:00:00Z,31.739,118.863,18,18,290,6,,6+,29.79,,,,,,,,,,,BKN,1000,OVC,3000,,,,,MVFR,,,,,,,,,,,,METAR,27
ZSNB 050100Z 24002MPS 190V250 7000 -RA BKN050 21/19 Q1008 NOSIG,ZSNB,2024-05-05T01:00:00Z,29.827,121.462,21,19,240,4,,4.35,29.76,,,,,,TRUE,,,,-RA,BKN,5000,,,,,,,MVFR,,,,,,,,,,,,METAR,5
ZSHC 050100Z VRB01MPS 3000 -RA BR SCT004 BKN020 20/20 Q1009 NOSIG,ZSHC,2024-05-05T01:00:00Z,30.229,120.434,20,20,VRB,2,,1.86,29.79,,,,,,TRUE,,,,-RA BR,SCT,400,BKN,2000,,,,,IFR,,,,,,,,,,,,METAR,8
ZSFZ 050100Z 19003MPS 5000 BR SCT005 BKN030 21/20 Q1012 BECMG TL0200 BKN009,ZSFZ,2024-05-05T01:00:00Z,25.936,119.666,21,20,190,6,,3.11,29.88,,,,,,,,,,BR,SCT,500,BKN,3000,,,,,MVFR,,,,,,,,,,,,METAR,14
ZSAM 050100Z VRB01MPS 8000 FEW011 FEW020TCU OVC026 23/21 Q1012 BECMG TL0210 SHRA,ZSAM,2024-05-05T01:00:00Z,24.546,118.131,23,21,VRB,2,,4.97,29.88,,,,,,,,,,,FEW,1100,FEW,2000,OVC,2600,,,MVFR,,,,,,,,,,,,METAR,13
ZPPP 050100Z 02004MPS CAVOK 15/06 Q1021 BECMG TL0230 23005MPS,ZPPP,2024-05-05T01:00:00Z,25.107,102.934,15,6,20,8,,6+,30.15,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2104
ZMUB 050100Z 13011MPS 9999 FEW030CB BKN033 10/02 Q1014 NOSIG RMK QFE653.3 55 MOP,ZMUB,2024-05-05T01:00:00Z,47.843,106.766,10,2,130,21,,6+,29.94,,,,,,TRUE,,,,,FEW,3000,BKN,3300,,,,,VFR,,,,,,,,,,,,METAR,1300
ZMCK 050100Z 10007MPS 9999 FEW030CB SCT033 SCT100 08/03 Q1015 NOSIG RMK QFE645.8 72 MOP,ZMCK,2024-05-05T01:00:00Z,47.651,106.822,8,3,100,14,,6+,29.97,,,,,,TRUE,,,,,FEW,3000,SCT,3300,SCT,10000,,,VFR,,,,,,,,,,,,METAR,1366
ZLXY 050100Z 26005MPS 9999 FEW070 16/12 Q1013 NOSIG,ZLXY,2024-05-05T01:00:00Z,34.449,108.752,16,12,260,10,,6+,29.91,,,,,,TRUE,,,,,FEW,7000,,,,,,,VFR,,,,,,,,,,,,METAR,478
ZLLL 050100Z VRB01MPS CAVOK 14/02 Q1017 NOSIG,ZLLL,2024-05-05T01:00:00Z,36.513,103.623,14,2,VRB,2,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1939
ZJSY 050100Z 09004MPS 9999 SCT020 31/25 Q1009 NOSIG,ZJSY,2024-05-05T01:00:00Z,18.303,109.412,31,25,90,8,,6+,29.79,,,,,,TRUE,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,27
ZJHK 050100Z 25002MPS 220V290 CAVOK 29/25 Q1008 NOSIG,ZJHK,2024-05-05T01:00:00Z,19.934,110.445,29,25,250,4,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,21
ZHHH 050100Z VRB01MPS 4500 BR SCT010 BKN033 16/14 Q1011 NOSIG,ZHHH,2024-05-05T01:00:00Z,30.783,114.205,16,14,VRB,2,,2.8,29.85,,,,,,TRUE,,,,BR,SCT,1000,BKN,3300,,,,,IFR,,,,,,,,,,,,METAR,33
ZHCC 050100Z 25003MPS 210V290 6000 NSC 18/11 Q1010 NOSIG,ZHCC,2024-05-05T01:00:00Z,34.52,113.834,18,11,250,6,,3.73,29.82,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,149
ZGSZ 050100Z VRB01MPS 9999 FEW050 24/21 Q1011 NOSIG,ZGSZ,2024-05-05T01:00:00Z,22.639,113.803,24,21,VRB,2,,6+,29.85,,,,,,TRUE,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,18
ZGOW 050100Z VRB01MPS 5000 BR FEW009 SCT030 BKN050 22/21 Q1012 RESHRA BECMG AT0130 SHRA,ZGOW,2024-05-05T01:00:00Z,23.55,116.505,22,21,VRB,2,,3.11,29.88,,,,,,,,,,BR,FEW,900,SCT,3000,BKN,5000,,,MVFR,,,,,,,,,,,,METAR,4
ZGNN 050100Z 35003MPS 310V040 CAVOK 23/20 Q1011 NOSIG,ZGNN,2024-05-05T01:00:00Z,22.609,108.173,23,20,350,6,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,128
ZGKL 050100Z 04002MPS 350V100 9999 SCT013 SCT026 22/18 Q1012 NOSIG,ZGKL,2024-05-05T01:00:00Z,25.22,110.04,22,18,40,4,,6+,29.88,,,,,,TRUE,,,,,SCT,1300,SCT,2600,,,,,VFR,,,,,,,,,,,,METAR,151
ZGHA 050100Z VRB01MPS 4500 BR BKN009 OVC050 17/17 Q1013 RESHRA BECMG TL0200 BKN011,ZGHA,2024-05-05T01:00:00Z,28.18,113.219,17,17,VRB,2,,2.8,29.91,,,,,,,,,,BR,BKN,900,OVC,5000,,,,,IFR,,,,,,,,,,,,METAR,61
ZGGG 050100Z 11002MPS 080V160 9999 FEW010 BKN020 26/23 Q1011 NOSIG,ZGGG,2024-05-05T01:00:00Z,23.392,113.307,26,23,110,4,,6+,29.85,,,,,,TRUE,,,,,FEW,1000,BKN,2000,,,,,MVFR,,,,,,,,,,,,METAR,11
ZBYN 050100Z VRB01MPS CAVOK 16/04 Q1011 NOSIG,ZBYN,2024-05-05T01:00:00Z,37.747,112.628,16,4,VRB,2,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,778
ZBTJ 050100Z VRB01MPS 6000 NSC 18/12 Q1009 NOSIG,ZBTJ,2024-05-05T01:00:00Z,39.124,117.346,18,12,VRB,2,,3.73,29.79,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,4
ZBSJ 050100Z 17002MPS 150V210 4000 BR SCT046 16/15 Q1009 NOSIG,ZBSJ,2024-05-05T01:00:00Z,38.281,114.697,16,15,170,4,,2.49,29.79,,,,,,TRUE,,,,BR,SCT,4600,,,,,,,IFR,,,,,,,,,,,,METAR,70
ZBHH 050100Z VRB01MPS 6000 FEW040 15/07 Q1012 NOSIG,ZBHH,2024-05-05T01:00:00Z,40.854,111.827,15,7,VRB,2,,3.73,29.88,,,,,,TRUE,,,,,FEW,4000,,,,,,,MVFR,,,,,,,,,,,,METAR,1081
ZBAD 050100Z 20002MPS 160V240 CAVOK 18/12 Q1009 NOSIG,ZBAD,2024-05-05T01:00:00Z,39.501,116.412,18,12,200,4,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,25
ZBAA 050100Z VRB01MPS 6000 NSC 19/13 Q1009 NOSIG,ZBAA,2024-05-05T01:00:00Z,40.082,116.603,19,13,VRB,2,,3.73,29.79,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,31
YWLM 050100Z AUTO 18011KT 9999 -RA SCT012 SCT027 BKN041 16/15 Q1020,YWLM,2024-05-05T01:00:00Z,-32.794,151.836,16,15,180,11,,6+,30.12,,,TRUE,,,,,,,-RA,SCT,1200,SCT,2700,BKN,4100,,,VFR,,,,,,,,,,,,METAR,7
YSTW 050100Z AUTO 02004KT 350V070 9999 // SCT020 BKN032 BKN038 19/13 Q1020,YSTW,2024-05-05T01:00:00Z,-31.084,150.847,19,13,20,4,,6+,30.12,,,TRUE,,,,,,,,SCT,2000,BKN,3200,BKN,3800,,,VFR,,,,,,,,,,,,METAR,404
YSSY 050100Z 22008KT 9999 -DZ FEW009 SCT035 BKN050 16/15 Q1021,YSSY,2024-05-05T01:00:00Z,-33.946,151.173,16,15,220,8,,6+,30.15,,,,,,,,,,-DZ,FEW,900,SCT,3500,BKN,5000,,,VFR,,,,,,,,,,,,METAR,3
YSRI 050100Z AUTO 22005KT 7000 // SCT011 BKN017 OVC043 16/16 Q1022,YSRI,2024-05-05T01:00:00Z,-33.601,150.777,16,16,220,5,,4.35,30.18,,,TRUE,,,,,,,,SCT,1100,BKN,1700,OVC,4300,,,MVFR,,,,,,,,,,,,METAR,19
YSNF 050100Z AUTO 09010KT 9999 // SCT024 OVC075 21/16 Q1019,YSNF,2024-05-05T01:00:00Z,-29.039,167.941,21,16,90,10,,6+,30.09,,,TRUE,,,,,,,,SCT,2400,OVC,7500,,,,,VFR,,,,,,,,,,,,METAR,113
YSDU 050100Z AUTO 09006KT 9999 // BKN019 OVC024 16/12 Q1021,YSDU,2024-05-05T01:00:00Z,-32.221,148.575,16,12,90,6,,6+,30.15,,,TRUE,,,,,,,,BKN,1900,OVC,2400,,,,,MVFR,,,,,,,,,,,,METAR,285
YSCB 050100Z AUTO 18006KT 9999 -RA OVC068 11/10 Q1025 RF00.2/000.8,YSCB,2024-05-05T01:00:00Z,-35.309,149.2,11,10,180,6,,6+,30.27,,,TRUE,,,,,,,-RA,OVC,6800,,,,,,,VFR,,,,,,,,,,,,METAR,577
YPXM 050100Z AUTO 11012KT 9999 // BKN019 OVC025 27/23 Q1013,YPXM,2024-05-05T01:00:00Z,-10.453,105.688,27,23,110,12,,6+,29.91,,,TRUE,,,,,,,,BKN,1900,OVC,2500,,,,,MVFR,,,,,,,,,,,,METAR,262
YPWR 050100Z AUTO 11011KT 9999 // NCD 20/08 Q1025 RF00.0/000.0,YPWR,2024-05-05T01:00:00Z,-31.156,136.805,20,8,110,11,,6+,30.27,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,169
YPTN 050100Z AUTO 11014KT 9999 // SCT028 29/20 Q1013 RF00.0/000.0,YPTN,2024-05-05T01:00:00Z,-14.523,132.383,29,20,110,14,,6+,29.91,,,TRUE,,,,,,,,SCT,2800,,,,,,,VFR,,,,,,,,,,,,METAR,135
YPPH 050100Z 00000KT CAVOK 14/10 Q1023,YPPH,2024-05-05T01:00:00Z,-31.927,115.976,14,10,0,0,,6+,30.21,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,16
YPPD 050100Z AUTO 13007KT //// // NCD 29/M01 Q1014 RF00.0////./,YPPD,2024-05-05T01:00:00Z,-20.372,118.632,29,-1,130,7,,,29.94,,,TRUE,,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,6
YPLM 050100Z AUTO 14006KT 9999 // NCD 26/13 Q1015 RF00.0/000.0,YPLM,2024-05-05T01:00:00Z,-22.241,114.097,26,13,140,6,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5
YPKU 050100Z AUTO 10016KT 9999 // NCD 29/14 Q1013 RF00.0/000.0,YPKU,2024-05-05T01:00:00Z,-15.781,128.71,29,14,100,16,,6+,29.91,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,42
YPKG 050100Z AUTO 21008KT 9999 // NCD 15/10 Q1020 RF00.0/000.0,YPKG,2024-05-05T01:00:00Z,-30.785,121.453,15,10,210,8,,6+,30.12,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,372
YPJT 050100Z AUTO 00000KT 9999 // NCD 13/11 Q1023 RF00.0/000.0,YPJT,2024-05-05T01:00:00Z,-32.101,115.879,13,11,0,0,,6+,30.21,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,29
YPGV 050100Z AUTO 13017KT 9999 // BKN026 OVC033 29/23 Q1010,YPGV,2024-05-05T01:00:00Z,-12.274,136.82,29,23,130,17,,6+,29.82,,,TRUE,,,,,,,,BKN,2600,OVC,3300,,,,,MVFR,,,,,,,,,,,,METAR,53
YPEA 050100Z AUTO 23002KT 9999 // NCD 12/11 Q1022 RF00.0/000.0,YPEA,2024-05-05T01:00:00Z,-31.667,116.019,12,11,230,2,,6+,30.18,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,38
YPDN 050100Z 11013KT CAVOK 30/17 Q1011,YPDN,2024-05-05T01:00:00Z,-12.424,130.893,30,17,110,13,,6+,29.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,32
YPCC 050100Z AUTO 12016KT 3700 +RA SCT021 SCT034 BKN048 25/24 Q1011,YPCC,2024-05-05T01:00:00Z,-12.189,96.834,25,24,120,16,,2.3,29.85,,,TRUE,,,,,,,+RA,SCT,2100,SCT,3400,BKN,4800,,,IFR,,,,,,,,,,,,SPECI,3
YPAD 050100Z 25007KT CAVOK 19/09 Q1027,YPAD,2024-05-05T01:00:00Z,-34.952,138.52,19,9,250,7,,6+,30.32,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2
YMML 050100Z 21006KT 9999 FEW011 BKN016 14/10 Q1027 RF00/0/000/0 HAZE,YMML,2024-05-05T01:00:00Z,-37.666,144.832,14,10,210,6,,6+,30.32,,,,,,,,,,,FEW,1100,BKN,1600,,,,,MVFR,,,,,,,,,,,,SPECI,115
YMLT 050100Z AUTO 21007KT 9999 // NCD 10/07 Q1029 RF00.0/000.0,YMLT,2024-05-05T01:00:00Z,-41.544,147.213,10,7,210,7,,6+,30.38,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,167
YMHB 050100Z 02005KT 9999 FEW025 12/08 Q1030,YMHB,2024-05-05T01:00:00Z,-42.834,147.503,12,8,20,5,,6+,30.41,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,2
YMAV 050100Z AUTO 12005KT 9999 // BKN013 OVC017 15/12 Q1027,YMAV,2024-05-05T01:00:00Z,-38.029,144.478,15,12,120,5,,6+,30.32,,,TRUE,,,,,,,,BKN,1300,OVC,1700,,,,,MVFR,,,,,,,,,,,,METAR,11
YLHI 050100Z AUTO 09008KT 9999 // NCD 22/14 Q1020 RF00.0/000.0,YLHI,2024-05-05T01:00:00Z,-31.538,159.077,22,14,90,8,,6+,30.12,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2
YHID 050100Z AUTO 13018KT 9999 // SCT026 30/24 Q1009 RF00.0/000.2,YHID,2024-05-05T01:00:00Z,-10.584,142.29,30,24,130,18,,6+,29.79,,,TRUE,,,,,,,,SCT,2600,,,,,,,VFR,,,,,,,,,,,,METAR,5
YGLA 050100Z AUTO 14010KT 9999 // SCT012 SCT022 BKN037 22/18 Q1017,YGLA,2024-05-05T01:00:00Z,-23.87,151.221,22,18,140,10,,6+,30.03,,,TRUE,,,,,,,,SCT,1200,SCT,2200,BKN,3700,,,VFR,,,,,,,,,,,,METAR,17
YGEL 050100Z AUTO 13006KT 9999 // NCD 17/11 Q1021 RF00.0/000.0,YGEL,2024-05-05T01:00:00Z,-28.805,114.699,17,11,130,6,,6+,30.15,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,32
YFRT 050100Z AUTO 04015KT 9999 // NCD 22/00 Q1021 RF00.0/000.0,YFRT,2024-05-05T01:00:00Z,-30.848,128.114,22,0,40,15,,6+,30.15,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,159
YCIN 050100Z AUTO 07014KT 9999 // SCT084 31/14 Q1012 RF00.0/000.0,YCIN,2024-05-05T01:00:00Z,-17.574,123.831,31,14,70,14,,6+,29.88,,,TRUE,,,,,,,,SCT,8400,,,,,,,VFR,,,,,,,,,,,,METAR,83
YCFS 050100Z AUTO 23009KT 9999 // SCT082 BKN115 21/16 Q1019,YCFS,2024-05-05T01:00:00Z,-30.317,153.119,21,16,230,9,,6+,30.09,,,TRUE,,,,,,,,SCT,8200,BKN,11500,,,,,VFR,,,,,,,,,,,,METAR,2
YBWW 050100Z AUTO 28005KT 9999 // SCT023 SCT037 OVC046 20/14 Q1019,YBWW,2024-05-05T01:00:00Z,-27.558,151.793,20,14,280,5,,6+,30.09,,,TRUE,,,,,,,,SCT,2300,SCT,3700,OVC,4600,,,VFR,,,,,,,,,,,,METAR,460
YBTL 050100Z AUTO 15007KT 9999 // SCT030 OVC075 27/20 Q1014,YBTL,2024-05-05T01:00:00Z,-19.248,146.766,27,20,150,7,,6+,29.94,,,TRUE,,,,,,,,SCT,3000,OVC,7500,,,,,VFR,,,,,,,,,,,,METAR,4
YBSU 050100Z AUTO 23006KT 190V270 9999 // OVC093 22/18 Q1018,YBSU,2024-05-05T01:00:00Z,-26.603,153.091,22,18,230,6,,6+,30.06,,,TRUE,,,,,,,,OVC,9300,,,,,,,VFR,,,,,,,,,,,,METAR,4
YBRM 050100Z AUTO 10008KT 9999 // NCD 28/13 Q1012 RF00.0////./,YBRM,2024-05-05T01:00:00Z,-17.948,122.235,28,13,100,8,,6+,29.88,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,11
YBRK 050100Z AUTO 13009KT 9999 // OVC018 23/18 Q1016 RF00.0/000.0,YBRK,2024-05-05T01:00:00Z,-23.375,150.477,23,18,130,9,,6+,30.00,,,TRUE,,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,10
YBMA 050100Z AUTO 15013KT 9999 // NCD 26/10 Q1018 RF00.0/000.0,YBMA,2024-05-05T01:00:00Z,-20.678,139.488,26,10,150,13,,6+,30.06,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,346
YBLN 050100Z AUTO 20003KT 9999 // NCD 15/13 Q1023 RF00.0/000.6,YBLN,2024-05-05T01:00:00Z,-33.688,115.402,15,13,200,3,,6+,30.21,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,17
YBHM 050100Z AUTO 15019KT 9999 // BKN013 23/21 Q1015 RF00.0/000.0,YBHM,2024-05-05T01:00:00Z,-20.357,148.949,23,21,150,19,,6+,29.97,,,TRUE,,,,,,,,BKN,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,4
YBCS 050100Z AUTO 14015KT 9999 // BKN057 28/22 Q1013 RF00.0/000.0,YBCS,2024-05-05T01:00:00Z,-16.874,145.745,28,22,140,15,,6+,29.91,,,TRUE,,,,,,,,BKN,5700,,,,,,,VFR,,,,,,,,,,,,METAR,2
YBCG 050100Z AUTO 11007KT 9999 // BKN125 23/18 Q1018 RF00.0/000.0,YBCG,2024-05-05T01:00:00Z,-28.168,153.505,23,18,110,7,,6+,30.06,,,TRUE,,,,,,,,BKN,12500,,,,,,,VFR,,,,,,,,,,,,METAR,5
YBBN 050100Z 19006KT 9999 FEW018 SCT105 23/18 Q1018 RF00.0/000.0,YBBN,2024-05-05T01:00:00Z,-27.391,153.13,23,18,190,6,,6+,30.06,,,,,,,,,,,FEW,1800,SCT,10500,,,,,VFR,,,,,,,,,,,,METAR,3
YBAS 050100Z AUTO 09009KT 9999 // NCD 18/03 Q1023 RF00.0/000.0,YBAS,2024-05-05T01:00:00Z,-23.795,133.889,18,3,90,9,,6+,30.21,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,549
YAMB 050100Z AUTO 33003KT 9999 // OVC048 23/18 Q1018 RF00.0/000.2,YAMB,2024-05-05T01:00:00Z,-27.63,152.711,23,18,330,3,,6+,30.06,,,TRUE,,,,,,,,OVC,4800,,,,,,,VFR,,,,,,,,,,,,METAR,26
WSSS 050100Z 19003KT 140V230 9999 FEW018 SCT160 BKN300 30/26 Q1009 NOSIG,WSSS,2024-05-05T01:00:00Z,1.368,103.982,30,26,190,3,,6+,29.79,,,,,,TRUE,,,,,FEW,1800,SCT,16000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,17
WSSL 050100Z 26003KT 230V310 9999 FEW018 BKN160 28/25 Q1009,WSSL,2024-05-05T01:00:00Z,1.417,103.866,28,25,260,3,,6+,29.79,,,,,,,,,,,FEW,1800,BKN,16000,,,,,VFR,,,,,,,,,,,,METAR,11
WSAP 050100Z 14003KT 9999 FEW020 BKN150 31/25 Q1010,WSAP,2024-05-05T01:00:00Z,1.36,103.909,31,25,140,3,,6+,29.82,,,,,,,,,,,FEW,2000,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,20
WMSA 050100Z 07003KT 350V140 9999 FEW017CB 29/26 Q1009,WMSA,2024-05-05T01:00:00Z,3.13,101.552,29,26,70,3,,6+,29.79,,,,,,,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,19
WMKP 050100Z VRB01KT 9000 FEW020 31/26 Q1008 NOSIG,WMKP,2024-05-05T01:00:00Z,5.297,100.277,31,26,VRB,1,,5.59,29.76,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,4
WMKM 050100Z VRB02KT 9000 TS FEW017CB SCT027 28/26 Q1010,WMKM,2024-05-05T01:00:00Z,2.263,102.252,28,26,VRB,2,,5.59,29.82,,,,,,,,,,TS,FEW,1700,SCT,2700,,,,,VFR,,,,,,,,,,,,METAR,9
WMKL 050100Z VRB03KT 9999 FEW020 31/27 Q1008,WMKL,2024-05-05T01:00:00Z,6.33,99.729,31,27,VRB,3,,6+,29.76,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,4
WMKK 050100Z VRB03KT 9999 FEW017CB 29/26 Q1009 NOSIG,WMKK,2024-05-05T01:00:00Z,2.747,101.714,29,26,VRB,3,,6+,29.79,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21
WMKJ 050100Z 00000KT 9999 FEW018 27/25 Q1009,WMKJ,2024-05-05T01:00:00Z,1.641,103.67,27,25,0,0,,6+,29.79,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,38
WMKD 050100Z 21004KT 110V260 6000 FEW003 28/26 Q1009 NOSIG,WMKD,2024-05-05T01:00:00Z,3.775,103.209,28,26,210,4,,3.73,29.79,,,,,,TRUE,,,,,FEW,300,,,,,,,MVFR,,,,,,,,,,,,METAR,18
WIII 050100Z VRB05KT 5000 HZ FEW020 29/24 Q1010 NOSIG,WIII,2024-05-05T01:00:00Z,-6.125,106.659,29,24,VRB,5,,3.11,29.82,,,,,,TRUE,,,,HZ,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,9
WBSB 050100Z 17002KT 9999 FEW015 SCT140 BKN280 29/27 Q1010 NOSIG,WBSB,2024-05-05T01:00:00Z,4.944,114.928,29,27,170,2,,6+,29.82,,,,,,TRUE,,,,,FEW,1500,SCT,14000,BKN,28000,,,VFR,,,,,,,,,,,,METAR,15
WBKW 050100Z 00000KT 1000 +RA FEW015 SCT025 25/25 Q1011 RETSRA,WBKW,2024-05-05T01:00:00Z,4.316,118.119,25,25,0,0,,0.62,29.85,,,,,,,,,,+RA,FEW,1500,SCT,2500,,,,,LIFR,,,,,,,,,,,,METAR,17
WBKT 050100Z VRB04KT 9999 FEW014 31/26 Q1010,WBKT,2024-05-05T01:00:00Z,6.922,116.837,31,26,VRB,4,,6+,29.82,,,,,,,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,11
WBKS 050100Z 03005KT 340V100 9999 SCT016 31/26 Q1009,WBKS,2024-05-05T01:00:00Z,5.901,118.059,31,26,30,5,,6+,29.79,,,,,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,13
WBKL 050100Z 00000KT 9999 FEW015 29/26 Q1010,WBKL,2024-05-05T01:00:00Z,5.301,115.25,29,26,0,0,,6+,29.82,,,,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,29
WBKK 050100Z 22007KT 190V280 9999 FEW014 29/26 Q1009 NOSIG,WBKK,2024-05-05T01:00:00Z,5.937,116.051,29,26,220,7,,6+,29.79,,,,,,TRUE,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,9
WBGY 050100Z VRB02KT 9999 SCT014 27/24 Q1013,WBGY,2024-05-05T01:00:00Z,1.222,111.466,27,24,VRB,2,,6+,29.91,,,,,,,,,,,SCT,1400,,,,,,,VFR,,,,,,,,,,,,METAR,13
WBGS 050100Z 29003KT 230V350 1500 RA SCT003 SCT016 24/24 Q1013,WBGS,2024-05-05T01:00:00Z,2.264,111.983,24,24,290,3,,0.93,29.91,,,,,,,,,,RA,SCT,300,SCT,1600,,,,,LIFR,,,,,,,,,,,,METAR,26
WBGR 050100Z 17006KT 140V220 9999 FEW015CB SCT016 29/26 Q1009,WBGR,2024-05-05T01:00:00Z,4.322,113.987,29,26,170,6,,6+,29.79,,,,,,,,,,,FEW,1500,SCT,1600,,,,,VFR,,,,,,,,,,,,METAR,18
WBGG 050100Z VRB02KT 9999 FEW010 26/25 Q1012 NOSIG,WBGG,2024-05-05T01:00:00Z,1.484,110.34,26,25,VRB,2,,6+,29.88,,,,,,TRUE,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,26
WBGB 050100Z 22009KT 180V260 9999 FEW014 28/25 Q1011,WBGB,2024-05-05T01:00:00Z,3.12,113.025,28,25,220,9,,6+,29.85,,,,,,,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,34
WAMM 050100Z VRB02KT 9999 FEW020 30/22 Q1010 NOSIG,WAMM,2024-05-05T01:00:00Z,1.541,124.926,30,22,VRB,2,,6+,29.82,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,86
WAJJ 050100Z VRB01KT 9999 SCT012 29/26 Q1008 NOSIG,WAJJ,2024-05-05T01:00:00Z,-2.573,140.514,29,26,VRB,1,,6+,29.76,,,,,,TRUE,,,,,SCT,1200,,,,,,,VFR,,,,,,,,,,,,METAR,93
WADL 050100Z 13002KT 9999 SCT016 26/24 Q1012 NOSIG,WADL,2024-05-05T01:00:00Z,-8.757,116.277,26,24,130,2,,6+,29.88,,,,,,TRUE,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,97
VYYY 050100Z 29007KT 6000 FEW020 29/27 Q1007 NOSIG,VYYY,2024-05-05T01:00:00Z,16.906,96.137,29,27,290,7,,3.73,29.73,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,31
VYNT 050100Z 16004KT 6000 FEW022 FEW130 27/24 Q1007 NOSIG,VYNT,2024-05-05T01:00:00Z,19.623,96.201,27,24,160,4,,3.73,29.73,,,,,,TRUE,,,,,FEW,2200,FEW,13000,,,,,MVFR,,,,,,,,,,,,METAR,610
